# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 09.09.2024 по 09.09.2025, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.10.2024 21:00";"7.3";"748.9";"762.6";"0.6";"92";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"7.3";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"90  или более, но не 100%";"200-300";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"6.0";"0.1";"12";"";"";"";"";
"15.10.2024 18:00";"6.8";"748.3";"762.0";"1.0";"92";"Ветер, дующий с юга";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"5.5";"0.1";"12";"";"";"";"";
"15.10.2024 15:00";"6.0";"747.3";"761.1";"1.1";"88";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"4.2";"";"";"";"";"";"";
"15.10.2024 12:00";"5.3";"746.2";"760.0";"0.6";"92";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"17.0";"4.1";"";"";"";"";"";"";
"15.10.2024 09:00";"3.3";"745.6";"759.4";"0.7";"97";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Дождь.";"Морось.";"0.5";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"";"";"9.0";"2.9";"4.0";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"1.0";
"15.10.2024 06:00";"2.1";"744.9";"758.8";"-0.1";"97";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.5";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"6.0";"1.7";"6.0";"12";"";"";"";"";
"15.10.2024 03:00";"1.5";"745.0";"758.9";"-0.9";"97";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Морось незамерзающая непрерывная умеренная в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"3.3";"1.0";"";"";"";"";"";"";
"15.10.2024 00:00";"0.5";"745.9";"759.9";"-0.9";"96";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.6";"0.0";"";"";"";"";"";"";
"14.10.2024 21:00";"1.2";"746.8";"760.8";"-0.7";"94";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Дождь или морось со снегом слабые. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"2.4";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"0.4";"12.0";"12";"";"";"";"";
"14.10.2024 18:00";"0.6";"747.5";"761.5";"-0.5";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.2";"-0.1";"10.0";"12";"";"";"";"";
"14.10.2024 15:00";"0.8";"748.0";"762.1";"-0.6";"93";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Дождь или морось со снегом умеренные или сильные. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.2";"-0.2";"";"";"";"";"";"";
"14.10.2024 12:00";"0.9";"748.6";"762.7";"-0.4";"87";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"7.0";"-1.1";"";"";"";"";"";"";
"14.10.2024 09:00";"2.4";"749.0";"763.0";"-0.6";"61";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"2.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"-4.4";"Осадков нет";"12";"Поверхность почвы влажная.";"3.0";"";"";
"14.10.2024 06:00";"3.9";"749.6";"763.5";"-1.1";"60";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"3.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"-3.3";"Осадков нет";"12";"";"";"";"";
"14.10.2024 03:00";"5.5";"750.7";"764.6";"-0.8";"57";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"-2.4";"";"";"";"";"";"";
"14.10.2024 00:00";"6.4";"751.5";"765.3";"-0.8";"53";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"20.0";"-2.5";"";"";"";"";"";"";
"13.10.2024 21:00";"6.3";"752.3";"766.2";"-0.8";"64";"Ветер, дующий с юго-востока";"3";"";"11";"70 – 80%.";" ";"";"";"";"8.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-0.1";"Осадков нет";"12";"";"";"";"";
"13.10.2024 18:00";"6.7";"753.1";"766.9";"-0.2";"67";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"0.9";"Осадков нет";"12";"";"";"";"";
"13.10.2024 15:00";"7.5";"753.3";"767.1";"-0.8";"64";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"1.0";"";"";"";"";"";"";
"13.10.2024 12:00";"6.2";"754.1";"768.1";"-0.2";"69";"Ветер, дующий с юго-юго-востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"0.8";"";"";"";"";"";"";
"13.10.2024 09:00";"3.7";"754.3";"768.4";"0.1";"81";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"3.1";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"15.0";"0.7";"Осадков нет";"12";"Поверхность почвы влажная.";"5.0";"";"";
"13.10.2024 06:00";"3.4";"754.2";"768.2";"-0.1";"80";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"3.4";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"19.0";"0.2";"Осадков нет";"12";"";"";"";"";
"13.10.2024 03:00";"6.3";"754.3";"768.1";"0.0";"82";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"14.0";"3.5";"";"";"";"";"";"";
"13.10.2024 00:00";"7.6";"754.3";"768.1";"1.2";"82";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"14.0";"4.6";"";"";"";"";"";"";
"12.10.2024 21:00";"9.1";"753.1";"766.9";"1.1";"78";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"13.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"15.0";"5.5";"Осадков нет";"12";"";"";"";"";
"12.10.2024 18:00";"10.7";"752.0";"765.6";"1.1";"78";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"15.0";"6.9";"Осадков нет";"12";"";"";"";"";
"12.10.2024 15:00";"12.8";"750.9";"764.3";"0.5";"70";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"19.0";"7.5";"";"";"";"";"";"";
"12.10.2024 12:00";"12.2";"750.4";"763.9";"0.7";"72";"Ветер, дующий с востоко-юго-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые башенкообразные или хлопьевидные.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"17.0";"7.2";"";"";"";"";"";"";
"12.10.2024 09:00";"9.2";"749.7";"763.3";"0.6";"83";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"8.5";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"16.0";"6.5";"Осадков нет";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"8.0";"";"";
"12.10.2024 06:00";"8.6";"749.1";"762.7";"0.2";"87";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"8.6";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"13.0";"6.5";"Осадков нет";"12";"";"";"";"";
"12.10.2024 03:00";"9.0";"748.9";"762.5";"0.0";"86";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"13.0";"6.8";"";"";"";"";"";"";
"12.10.2024 00:00";"9.6";"748.9";"762.5";"0.0";"86";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"13.0";"7.3";"";"";"";"";"";"";
"11.10.2024 21:00";"9.7";"748.9";"762.5";"0.7";"85";"Ветер, дующий с юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"12.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"17.0";"7.2";"Осадков нет";"12";"";"";"";"";
"11.10.2024 18:00";"11.7";"748.2";"761.7";"-0.2";"79";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"18.0";"8.1";"Осадков нет";"12";"";"";"";"";
"11.10.2024 15:00";"11.8";"748.4";"761.9";"-0.2";"79";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"11.0";"8.3";"";"";"";"";"";"";
"11.10.2024 12:00";"11.3";"748.6";"762.1";"0.4";"81";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"12.0";"8.1";"";"";"";"";"";"";
"11.10.2024 09:00";"10.4";"748.2";"761.8";"0.2";"85";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"8.4";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"13.0";"8.0";"Осадков нет";"12";"Поверхность почвы влажная.";"9.0";"";"";
"11.10.2024 06:00";"9.2";"748.0";"761.7";"0.0";"91";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"8.3";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"8.0";"7.8";"Осадков нет";"12";"";"";"";"";
"11.10.2024 03:00";"9.0";"748.0";"761.6";"-0.2";"88";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"7.0";"7.1";"";"";"";"";"";"";
"11.10.2024 00:00";"8.6";"748.2";"761.8";"0.7";"88";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"6.7";"";"";"";"";"";"";
"10.10.2024 21:00";"8.4";"747.5";"761.2";"-0.1";"88";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"8.5";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"17.0";"6.5";"Осадков нет";"12";"";"";"";"";
"10.10.2024 18:00";"8.4";"747.6";"761.2";"0.2";"87";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"20.0";"6.3";"Осадков нет";"12";"";"";"";"";
"10.10.2024 15:00";"8.4";"747.4";"761.1";"-0.3";"80";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"5.2";"";"";"";"";"";"";
"10.10.2024 12:00";"6.9";"747.7";"761.5";"0.0";"81";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"3.9";"";"";"";"";"";"";
"10.10.2024 09:00";"5.8";"747.7";"761.5";"0.1";"89";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"5.2";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"4.1";"Осадков нет";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"7.0";"";"";
"10.10.2024 06:00";"5.5";"747.6";"761.4";"-0.1";"94";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"5.2";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"14.0";"4.6";"0.1";"12";"";"";"";"";
"10.10.2024 03:00";"5.4";"747.7";"761.5";"0.0";"91";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"20.0";"4.1";"";"";"";"";"";"";
"10.10.2024 00:00";"5.4";"747.7";"761.5";"0.3";"90";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"3.8";"";"";"";"";"";"";
"09.10.2024 21:00";"5.8";"747.4";"761.2";"0.0";"90";"Штиль, безветрие";"0";"";"";"100%.";"Морось (незамерзающая) или снежные зерна неливневые. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"6.8";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"20.0";"4.3";"0.1";"12";"";"";"";"";
"09.10.2024 18:00";"5.8";"747.4";"761.2";"0.3";"93";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";"Морось незамерзающая с перерывами слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"4.1";"4.7";"Следы осадков";"12";"";"";"";"";
"09.10.2024 15:00";"6.3";"747.1";"760.8";"0.7";"86";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"19.0";"4.1";"";"";"";"";"";"";
"09.10.2024 12:00";"6.6";"746.4";"760.1";"0.8";"90";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"20.0";"5.0";"";"";"";"";"";"";
"09.10.2024 09:00";"6.6";"745.6";"759.3";"0.5";"92";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"6.5";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"20.0";"5.3";"0.6";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"9.0";"";"";
"09.10.2024 06:00";"7.1";"745.1";"758.8";"1.0";"95";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Морось и дождь слабые. ";"Дождь.";"Морось.";"7.1";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"6.0";"6.3";"0.9";"12";"";"";"";"";
"09.10.2024 03:00";"9.5";"744.1";"757.6";"0.9";"95";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"100-200";"";"";"4.8";"8.8";"";"";"";"";"";"";
"09.10.2024 00:00";"10.7";"743.2";"756.7";"0.9";"94";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"";"";"14.0";"9.8";"";"";"";"";"";"";
"08.10.2024 21:00";"11.6";"742.3";"755.8";"0.8";"96";"Ветер, дующий с севера";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"13.0";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"";"";"";"10.9";"6.0";"12";"";"";"";"";
"08.10.2024 18:00";"12.6";"741.5";"754.8";"1.2";"96";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"";"";"9.0";"12.0";"6.0";"12";"";"";"";"";
"08.10.2024 15:00";"12.7";"740.3";"753.7";"0.4";"96";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"";"";"10.0";"12.0";"";"";"";"";"";"";
"08.10.2024 12:00";"12.8";"739.9";"753.2";"0.1";"96";"Ветер, дующий с востока";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"";"";"14.0";"12.1";"";"";"";"";"";"";
"08.10.2024 09:00";"12.7";"739.8";"753.1";"0.0";"95";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"12.7";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"";"";"5.0";"11.9";"0.5";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"12.0";"";"";
"08.10.2024 06:00";"13.1";"739.8";"753.1";"-0.4";"93";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"13.0";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"6.0";"12.0";"Осадков нет";"12";"";"";"";"";
"08.10.2024 03:00";"13.5";"740.2";"753.4";"-0.5";"97";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"5.0";"13.0";"";"";"";"";"";"";
"08.10.2024 00:00";"14.4";"740.7";"753.9";"-1.0";"97";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"2.8";"14.0";"";"";"";"";"";"";
"07.10.2024 21:00";"14.7";"741.7";"754.9";"-0.2";"97";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"16.4";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"";"";"1.7";"14.3";"Осадков нет";"12";"";"";"";"";
"07.10.2024 18:00";"15.5";"741.9";"755.0";"-0.1";"93";"Ветер, дующий с севера";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"3.3";"14.4";"0.3";"12";"";"";"";"";
